locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAGEIGCL_00343	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
FAGEIGCL_00344	CDS	927	allS			HTH-type transcriptional activator AllS
FAGEIGCL_00345	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
FAGEIGCL_00346	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
FAGEIGCL_00347	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
FAGEIGCL_00348	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
FAGEIGCL_00349	CDS	879	glxR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FAGEIGCL_00350	CDS	1455	ybbW_1		COG1953	Putative allantoin permease
FAGEIGCL_00351	CDS	1362	allB_1	3.5.2.5	COG0044	Allantoinase
FAGEIGCL_00352	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
FAGEIGCL_00353	CDS	1146	glxK_1	2.7.1.31	COG1929	Glycerate 3-kinase
FAGEIGCL_00354	CDS	786	allE_1	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
FAGEIGCL_00355	CDS	1236	allC_1	3.5.3.9	COG0624	Allantoate amidohydrolase
FAGEIGCL_00356	CDS	1050	allD_1	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
FAGEIGCL_00357	CDS	1668	fdrA_1		COG0074	Protein FdrA
FAGEIGCL_00358	CDS	1260				hypothetical protein
FAGEIGCL_00359	CDS	816				hypothetical protein
FAGEIGCL_00360	CDS	894	arcC1_1	2.7.2.2		Carbamate kinase 1
FAGEIGCL_00361	CDS	1068	purK_2	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
FAGEIGCL_00362	CDS	510	purE_1	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FAGEIGCL_00363	CDS	330				hypothetical protein
FAGEIGCL_00364	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
FAGEIGCL_00365	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
FAGEIGCL_00366	CDS	1386	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
FAGEIGCL_00367	CDS	474	ybcI		COG1988	Inner membrane protein YbcI
FAGEIGCL_00368	CDS	213	ybcJ		COG2501	putative protein YbcJ
FAGEIGCL_00369	CDS	867	folD_1		COG0190	Bifunctional protein FolD protein
FAGEIGCL_00370	tRNA	77				tRNA-Arg(tct)
FAGEIGCL_00371	CDS	630	xerD_1			Tyrosine recombinase XerD
FAGEIGCL_00372	CDS	657				hypothetical protein
FAGEIGCL_00373	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
FAGEIGCL_00374	CDS	891				hypothetical protein
FAGEIGCL_00375	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
FAGEIGCL_00376	CDS	2238				hypothetical protein
FAGEIGCL_00377	CDS	1443	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
FAGEIGCL_00378	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
FAGEIGCL_00379	CDS	1383	cusC_1		COG1538	Cation efflux system protein CusC
FAGEIGCL_00380	CDS	333	cusF		COG5569	Cation efflux system protein CusF
FAGEIGCL_00381	CDS	1224	cusB			Cation efflux system protein CusB
FAGEIGCL_00382	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
FAGEIGCL_00383	CDS	1383	pheP		COG1113	Phenylalanine-specific permease
FAGEIGCL_00384	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
FAGEIGCL_00385	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
FAGEIGCL_00386	CDS	384				hypothetical protein
FAGEIGCL_00387	CDS	249				hypothetical protein
FAGEIGCL_00388	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
FAGEIGCL_00389	CDS	153	hokE_1			Toxic protein HokE
FAGEIGCL_00390	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
FAGEIGCL_00391	CDS	2241	fepA_1		COG4771	Ferrienterobactin receptor
FAGEIGCL_00392	CDS	1203	fes_1		COG2382	Enterochelin esterase
FAGEIGCL_00393	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
FAGEIGCL_00394	CDS	174				hypothetical protein
FAGEIGCL_00395	CDS	336				hypothetical protein
FAGEIGCL_00396	CDS	564	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
FAGEIGCL_00397	CDS	342	ndoA_1	3.1.27.-	COG2337	Endoribonuclease EndoA
FAGEIGCL_00398	CDS	762	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
FAGEIGCL_00399	CDS	1830	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
FAGEIGCL_00400	CDS	1371	glpK_1	2.7.1.30	COG0554	Glycerol kinase
FAGEIGCL_00401	CDS	477				hypothetical protein
FAGEIGCL_00402	CDS	339	purH_1			Bifunctional purine biosynthesis protein PurH
FAGEIGCL_00403	CDS	1314	pbuG_1		COG2252	Guanine/hypoxanthine permease PbuG
FAGEIGCL_00404	CDS	1485	thrC_1	4.2.3.1	COG0498	Threonine synthase
FAGEIGCL_00405	CDS	1251	yeeO_2		COG0534	putative FMN/FAD exporter YeeO
FAGEIGCL_00406	CDS	225	catM_2			HTH-type transcriptional regulator CatM
FAGEIGCL_00407	CDS	468	gltC_2			HTH-type transcriptional regulator GltC
FAGEIGCL_00408	CDS	852	ispE_1	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FAGEIGCL_00409	CDS	246	veg		COG4466	Protein Veg
FAGEIGCL_00410	CDS	567				hypothetical protein
FAGEIGCL_00411	CDS	375				hypothetical protein
FAGEIGCL_00412	CDS	1119	nox	1.6.99.3	COG0446	NADH oxidase
FAGEIGCL_00413	CDS	1569	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
FAGEIGCL_00414	CDS	1086	tmpC_1		COG1744	Membrane lipoprotein TmpC
FAGEIGCL_00415	CDS	1074	tmpC_2		COG1744	Membrane lipoprotein TmpC
FAGEIGCL_00416	CDS	396	cdd_1	3.5.4.5	COG0295	Cytidine deaminase
FAGEIGCL_00417	CDS	597	recR_2		COG0353	Recombination protein RecR
FAGEIGCL_00418	CDS	570	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
FAGEIGCL_00419	CDS	534	hcxA_2	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
FAGEIGCL_00420	CDS	246				hypothetical protein
FAGEIGCL_00421	CDS	567				hypothetical protein
FAGEIGCL_00422	CDS	681		3.2.1.17		Muramidase-2
FAGEIGCL_00423	CDS	558	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
FAGEIGCL_00424	CDS	1206				hypothetical protein
FAGEIGCL_00425	CDS	2667	mngB_1	3.2.1.-	COG0383	Mannosylglycerate hydrolase
FAGEIGCL_00426	CDS	1092	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
FAGEIGCL_00427	CDS	309	manP_1		COG1299	PTS system mannose-specific EIIBCA component
FAGEIGCL_00428	CDS	456	fruA_2		COG1299	PTS system fructose-specific EIIABC component
FAGEIGCL_00429	CDS	1926	licR_1		COG1762	putative licABCH operon regulator
FAGEIGCL_00430	CDS	1482	hasB	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FAGEIGCL_00431	CDS	519				ISL3 family transposase IS1193
FAGEIGCL_00432	CDS	309	rpsJ_1		COG0051	30S ribosomal protein S10
FAGEIGCL_00433	CDS	627	rplC_1		COG0087	50S ribosomal protein L3
FAGEIGCL_00434	CDS	624	rplD_1		COG0088	50S ribosomal protein L4
FAGEIGCL_00435	CDS	297	rplW_1		COG0089	50S ribosomal protein L23
FAGEIGCL_00436	CDS	834	rplB_1		COG0090	50S ribosomal protein L2
FAGEIGCL_00437	CDS	279	rpsS_1		COG0185	30S ribosomal protein S19
FAGEIGCL_00438	CDS	345	rplV_1		COG0091	50S ribosomal protein L22
FAGEIGCL_00439	CDS	654	rpsC_1		COG0092	30S ribosomal protein S3
FAGEIGCL_00440	CDS	414	rplP_1		COG0197	50S ribosomal protein L16
FAGEIGCL_00441	CDS	207	rpmC_1		COG0255	50S ribosomal protein L29
FAGEIGCL_00442	CDS	261	rpsQ_1		COG0186	30S ribosomal protein S17
FAGEIGCL_00443	CDS	369	rplN_1		COG0093	50S ribosomal protein L14
FAGEIGCL_00444	CDS	306	rplX_1		COG0198	50S ribosomal protein L24
FAGEIGCL_00445	CDS	543	rplE_1		COG0094	50S ribosomal protein L5
FAGEIGCL_00446	CDS	186	rpsZ_1		COG0199	30S ribosomal protein S14 type Z
FAGEIGCL_00447	CDS	399	rpsH_1			30S ribosomal protein S8
FAGEIGCL_00448	CDS	537	rplF_1		COG0097	50S ribosomal protein L6
FAGEIGCL_00449	CDS	357	rplR_1		COG0256	50S ribosomal protein L18
FAGEIGCL_00450	CDS	495	rpsE_1			30S ribosomal protein S5
FAGEIGCL_00451	CDS	183	rpmD_1		COG1841	50S ribosomal protein L30
FAGEIGCL_00452	CDS	441	rplO_1			50S ribosomal protein L15
FAGEIGCL_00453	CDS	1305	secY_1			Protein translocase subunit SecY
FAGEIGCL_00454	CDS	642	adk_1	2.7.4.3		Adenylate kinase
FAGEIGCL_00455	CDS	219	infA_1		COG0361	Translation initiation factor IF-1
FAGEIGCL_00456	CDS	117	rpmJ_1		COG0257	50S ribosomal protein L36
FAGEIGCL_00457	CDS	366	rpsM_1		COG0099	30S ribosomal protein S13
FAGEIGCL_00458	CDS	384	rpsK_1			30S ribosomal protein S11
FAGEIGCL_00459	CDS	939	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
FAGEIGCL_00460	CDS	387	rplQ_1		COG0203	50S ribosomal protein L17
FAGEIGCL_00461	CDS	453	flu_1		COG3468	Antigen 43
FAGEIGCL_00462	CDS	2304	flu_2		COG3468	Antigen 43
FAGEIGCL_00463	CDS	2517				hypothetical protein
FAGEIGCL_00464	CDS	456				hypothetical protein
FAGEIGCL_00465	CDS	315	rplU_1		COG0261	50S ribosomal protein L21
FAGEIGCL_00466	CDS	336				hypothetical protein
FAGEIGCL_00467	CDS	294	rpmA_1		COG0211	50S ribosomal protein L27
FAGEIGCL_00468	CDS	927				hypothetical protein
FAGEIGCL_00469	CDS	474	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
FAGEIGCL_00470	CDS	897	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FAGEIGCL_00471	CDS	522	pyrR_2		COG2065	Bifunctional protein PyrR
FAGEIGCL_00472	CDS	1263	pyrP			Uracil permease
FAGEIGCL_00473	CDS	927	pyrB_1	2.1.3.2	COG0540	Aspartate carbamoyltransferase
FAGEIGCL_00474	CDS	1089	carA_1	6.3.5.5		Carbamoyl-phosphate synthase small chain
FAGEIGCL_00475	CDS	3180	carB_1	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
FAGEIGCL_00476	CDS	1230	yknX_1		COG0845	Putative efflux system component YknX
FAGEIGCL_00477	CDS	711	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
FAGEIGCL_00478	CDS	1233	yknZ		COG0577	putative ABC transporter permease YknZ
FAGEIGCL_00479	CDS	591				hypothetical protein
FAGEIGCL_00480	CDS	750	rsmJ_1	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
FAGEIGCL_00481	CDS	408				hypothetical protein
FAGEIGCL_00482	CDS	258				hypothetical protein
FAGEIGCL_00483	CDS	1107				hypothetical protein
FAGEIGCL_00484	CDS	2316	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
FAGEIGCL_00485	CDS	1551	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
FAGEIGCL_00486	CDS	288				hypothetical protein
FAGEIGCL_00487	CDS	501				hypothetical protein
FAGEIGCL_00488	CDS	276	yafQ_1	3.1.-.-	COG3041	mRNA interferase toxin YafQ
FAGEIGCL_00489	CDS	486				hypothetical protein
FAGEIGCL_00490	CDS	486	klcA_1			Antirestriction protein KlcA
FAGEIGCL_00491	CDS	387				hypothetical protein
FAGEIGCL_00492	CDS	474	klcA_2			Antirestriction protein KlcA
FAGEIGCL_00493	CDS	246				hypothetical protein
FAGEIGCL_00494	CDS	387				hypothetical protein
FAGEIGCL_00495	CDS	966	yclO		COG4605	Petrobactin import system permease protein YclO
FAGEIGCL_00496	CDS	426	yclN_1		COG4606	Petrobactin import system permease protein YclN
FAGEIGCL_00497	CDS	261	tufB		COG0050	Elongation factor Tu 2
FAGEIGCL_00498	CDS	384	secE_1		COG0690	Protein translocase subunit SecE
FAGEIGCL_00499	CDS	546	nusG_1		COG0250	Transcription termination/antitermination protein NusG
FAGEIGCL_00500	CDS	429	rplK_1		COG0080	50S ribosomal protein L11
FAGEIGCL_00501	CDS	705	rplA_1		COG0081	50S ribosomal protein L1
FAGEIGCL_00502	CDS	498	rplJ_1		COG0244	50S ribosomal protein L10
FAGEIGCL_00503	CDS	366	rplL_1		COG0222	50S ribosomal protein L7/L12
FAGEIGCL_00504	CDS	4029	rpoB_2	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
FAGEIGCL_00505	CDS	4224	rpoC_2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
FAGEIGCL_00506	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
FAGEIGCL_00507	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
FAGEIGCL_00508	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
FAGEIGCL_00509	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
FAGEIGCL_00510	CDS	636	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
FAGEIGCL_00511	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
FAGEIGCL_00512	CDS	477	rsd		COG3160	Regulator of sigma D
FAGEIGCL_00513	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
FAGEIGCL_00514	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
FAGEIGCL_00515	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
FAGEIGCL_00516	CDS	591			COG3068	putative protein
FAGEIGCL_00517	CDS	273	hupA			DNA-binding protein HU-alpha
FAGEIGCL_00518	CDS	636				hypothetical protein
FAGEIGCL_00519	CDS	420	zraP		COG3678	Zinc resistance-associated protein
FAGEIGCL_00520	CDS	129				hypothetical protein
FAGEIGCL_00521	CDS	1368	zraS	2.7.13.3		Sensor protein ZraS
FAGEIGCL_00522	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
FAGEIGCL_00523	CDS	1290	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
FAGEIGCL_00524	CDS	1590	purH_2		COG0138	Bifunctional purine biosynthesis protein PurH
FAGEIGCL_00525	CDS	462	gspM			Putative type II secretion system protein M
FAGEIGCL_00526	CDS	117	gspO_1		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
FAGEIGCL_00527	CDS	516	gspO_2		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
FAGEIGCL_00528	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
FAGEIGCL_00529	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
FAGEIGCL_00530	CDS	2685	chiA			putative bifunctional chitinase/lysozyme
FAGEIGCL_00531	CDS	261	tuf1			Elongation factor Tu 1
FAGEIGCL_00532	CDS	1419	phrB_1	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
FAGEIGCL_00533	CDS	510				hypothetical protein
FAGEIGCL_00534	CDS	207				hypothetical protein
FAGEIGCL_00535	CDS	1674	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit
FAGEIGCL_00536	CDS	2049	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
FAGEIGCL_00537	CDS	573	kdpC_1		COG2156	Potassium-transporting ATPase KdpC subunit
FAGEIGCL_00538	CDS	2685	kdpD_1	2.7.13.3	COG2205	Sensor protein KdpD
FAGEIGCL_00539	CDS	678	kdpE_1		COG0745	KDP operon transcriptional regulatory protein KdpE
FAGEIGCL_00540	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
FAGEIGCL_00541	CDS	1320	potE		COG0531	Putrescine transporter PotE
FAGEIGCL_00542	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
FAGEIGCL_00543	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
FAGEIGCL_00544	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
FAGEIGCL_00545	CDS	363	ybfE			putative protein YbfE
FAGEIGCL_00546	CDS	531	fldA		COG0716	Flavodoxin 1
FAGEIGCL_00547	CDS	447	fur		COG0735	Ferric uptake regulation protein
FAGEIGCL_00548	CDS	327	chiQ			putative lipoprotein ChiQ
FAGEIGCL_00549	CDS	1407	chiP			Chitoporin
FAGEIGCL_00550	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
FAGEIGCL_00551	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
FAGEIGCL_00552	CDS	987	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
FAGEIGCL_00553	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
FAGEIGCL_00554	CDS	1158	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
FAGEIGCL_00555	CDS	888	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
FAGEIGCL_00556	CDS	759				hypothetical protein
FAGEIGCL_00557	CDS	1170				hypothetical protein
FAGEIGCL_00558	CDS	471	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
FAGEIGCL_00559	CDS	1281				hypothetical protein
FAGEIGCL_00560	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
FAGEIGCL_00561	CDS	801	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
FAGEIGCL_00562	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
FAGEIGCL_00563	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
FAGEIGCL_00564	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
FAGEIGCL_00565	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
FAGEIGCL_00566	tRNA	77				tRNA-Met(cat)
FAGEIGCL_00567	tRNA	85				tRNA-Leu(tag)
FAGEIGCL_00568	tRNA	75				tRNA-Gln(ttg)
FAGEIGCL_00569	tRNA	77				tRNA-Met(cat)
FAGEIGCL_00570	tRNA	75				tRNA-Gln(ctg)
FAGEIGCL_00571	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
FAGEIGCL_00572	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
FAGEIGCL_00573	CDS	1080	ybeZ_1		COG1702	PhoH-like protein
FAGEIGCL_00574	CDS	468	ybeY_1	3.1.-.-	COG0319	Endoribonuclease YbeY
FAGEIGCL_00575	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
FAGEIGCL_00576	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
FAGEIGCL_00577	CDS	1878	glpG_1	3.4.21.105		Rhomboid protease GlpG
FAGEIGCL_00578	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
FAGEIGCL_00579	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
FAGEIGCL_00580	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
FAGEIGCL_00581	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
FAGEIGCL_00582	CDS	936	rihA_1	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
FAGEIGCL_00583	CDS	483				hypothetical protein
FAGEIGCL_00584	CDS	2724	leuS_1	6.1.1.4	COG0495	Leucine--tRNA ligase
FAGEIGCL_00585	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
FAGEIGCL_00586	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
FAGEIGCL_00587	CDS	642	nadD_1	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
FAGEIGCL_00588	CDS	612	cobC_1	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
FAGEIGCL_00589	CDS	318	rsfS_1		COG0799	Ribosomal silencing factor RsfS
FAGEIGCL_00590	CDS	468	rlmH_1	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
FAGEIGCL_00591	CDS	1902	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
FAGEIGCL_00592	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
FAGEIGCL_00593	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
FAGEIGCL_00594	CDS	1212	dacA_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
FAGEIGCL_00595	CDS	264				hypothetical protein
FAGEIGCL_00596	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
FAGEIGCL_00597	CDS	330				hypothetical protein
FAGEIGCL_00598	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
FAGEIGCL_00599	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
FAGEIGCL_00600	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
FAGEIGCL_00601	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
FAGEIGCL_00602	CDS	210	cspE			Cold shock-like protein CspE
FAGEIGCL_00603	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
FAGEIGCL_00604	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
FAGEIGCL_00605	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
FAGEIGCL_00606	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
FAGEIGCL_00607	CDS	1059	citC_1	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
FAGEIGCL_00608	CDS	297	citD_1		COG3052	Citrate lyase acyl carrier protein
FAGEIGCL_00609	CDS	909	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
FAGEIGCL_00610	CDS	1533	citF_1	4.1.3.6	COG3051	Citrate lyase alpha chain
FAGEIGCL_00611	CDS	552	citX_1	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
FAGEIGCL_00612	CDS	879	citG_1	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
FAGEIGCL_00613	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
FAGEIGCL_00614	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
FAGEIGCL_00615	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
FAGEIGCL_00616	CDS	90				hypothetical protein
FAGEIGCL_00617	CDS	429	uspG		COG0589	Universal stress protein UP12
FAGEIGCL_00618	CDS	1566	ahpF_1	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
FAGEIGCL_00619	CDS	564	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
FAGEIGCL_00620	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
FAGEIGCL_00621	CDS	903	ybdO			putative HTH-type transcriptional regulator YbdO
FAGEIGCL_00622	CDS	1221				hypothetical protein
FAGEIGCL_00623	CDS	630	ybdM		COG1475	putative protein YbdM
FAGEIGCL_00624	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
FAGEIGCL_00625	CDS	1089	hcxA_3	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
FAGEIGCL_00626	CDS	198				hypothetical protein
FAGEIGCL_00627	CDS	2106	cstA		COG1966	Peptide transporter CstA
FAGEIGCL_00628	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
FAGEIGCL_00629	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
FAGEIGCL_00630	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
FAGEIGCL_00631	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
FAGEIGCL_00632	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
FAGEIGCL_00633	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
FAGEIGCL_00634	CDS	1251	entS		COG0477	Enterobactin exporter EntS
FAGEIGCL_00635	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
FAGEIGCL_00636	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
FAGEIGCL_00637	CDS	816	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
FAGEIGCL_00638	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
FAGEIGCL_00639	CDS	3057	entF	2.7.7.-	COG1020	Enterobactin synthase component F
FAGEIGCL_00640	CDS	243				hypothetical protein
FAGEIGCL_00641	CDS	432				Putative universal stress protein
FAGEIGCL_00642	CDS	306				hypothetical protein
FAGEIGCL_00643	CDS	183				hypothetical protein
FAGEIGCL_00644	CDS	459				IS200/IS605 family transposase IS200C
FAGEIGCL_00645	CDS	396				hypothetical protein
FAGEIGCL_00646	CDS	591	yrdA_1		COG0663	Protein YrdA
FAGEIGCL_00647	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
FAGEIGCL_00648	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
FAGEIGCL_00649	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
FAGEIGCL_00650	CDS	1143	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
FAGEIGCL_00651	CDS	1515	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
FAGEIGCL_00652	CDS	771	fixA_1		COG2086	Protein FixA
FAGEIGCL_00653	CDS	942	fixB_1		COG2025	Protein FixB
FAGEIGCL_00654	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
FAGEIGCL_00655	CDS	288	fixX_1		COG2440	Ferredoxin-like protein FixX
FAGEIGCL_00656	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
FAGEIGCL_00657	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
FAGEIGCL_00658	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FAGEIGCL_00659	CDS	591	folA_1	1.5.1.3	COG0262	Dihydrofolate reductase
FAGEIGCL_00660	CDS	234				hypothetical protein
FAGEIGCL_00661	CDS	315	ccdB			Toxin CcdB
FAGEIGCL_00662	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
