locus_tag	ftype	length_bp	gene	EC_number	COG	product
HANCKOBL_00343	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
HANCKOBL_00344	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
HANCKOBL_00345	CDS	210	cspC			Cold shock-like protein CspC
HANCKOBL_00346	CDS	288				hypothetical protein
HANCKOBL_00347	CDS	240				hypothetical protein
HANCKOBL_00348	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
HANCKOBL_00349	CDS	1374	ribZ			Riboflavin transporter RibZ
HANCKOBL_00350	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
HANCKOBL_00351	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
HANCKOBL_00352	CDS	699	proQ		COG3109	RNA chaperone ProQ
HANCKOBL_00353	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
HANCKOBL_00354	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
HANCKOBL_00355	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
HANCKOBL_00356	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
HANCKOBL_00357	CDS	237	yebV			putative protein YebV
HANCKOBL_00358	CDS	276				hypothetical protein
HANCKOBL_00359	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
HANCKOBL_00360	CDS	342				hypothetical protein
HANCKOBL_00361	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
HANCKOBL_00362	CDS	375	yobA		COG2372	Protein YobA
HANCKOBL_00363	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
HANCKOBL_00364	CDS	657				hypothetical protein
HANCKOBL_00365	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
HANCKOBL_00366	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
HANCKOBL_00367	CDS	660	yebE		COG2979	Inner membrane protein YebE
HANCKOBL_00368	CDS	357	yebF			Protein YebF
HANCKOBL_00369	CDS	291				hypothetical protein
HANCKOBL_00370	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
HANCKOBL_00371	CDS	642	eda		COG0800	KHG/KDPG aldolase
HANCKOBL_00372	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
HANCKOBL_00373	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
HANCKOBL_00374	CDS	150				hypothetical protein
HANCKOBL_00375	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
HANCKOBL_00376	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
HANCKOBL_00377	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
HANCKOBL_00378	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
HANCKOBL_00379	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
HANCKOBL_00380	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
HANCKOBL_00381	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HANCKOBL_00382	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
HANCKOBL_00383	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
HANCKOBL_00384	CDS	603				hypothetical protein
HANCKOBL_00385	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
HANCKOBL_00386	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
HANCKOBL_00387	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
HANCKOBL_00388	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
HANCKOBL_00389	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
HANCKOBL_00390	CDS	819				hypothetical protein
HANCKOBL_00391	CDS	396	yecN		COG3788	Inner membrane protein YecN
HANCKOBL_00392	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
HANCKOBL_00393	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
HANCKOBL_00394	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
HANCKOBL_00395	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
HANCKOBL_00396	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
HANCKOBL_00397	CDS	567	yecM		COG3102	Protein YecM
HANCKOBL_00398	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
HANCKOBL_00399	CDS	393	flhE			Flagellar protein FlhE
HANCKOBL_00400	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
HANCKOBL_00401	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
HANCKOBL_00402	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
HANCKOBL_00403	CDS	390	cheY		COG0784	Chemotaxis protein CheY
HANCKOBL_00404	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
HANCKOBL_00405	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
HANCKOBL_00406	CDS	120	tap		COG0840	Methyl-accepting chemotaxis protein IV
HANCKOBL_00407	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
HANCKOBL_00408	CDS	504	cheW		COG0835	Chemotaxis protein CheW
HANCKOBL_00409	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
HANCKOBL_00410	CDS	927	motB		COG1360	Motility protein B
HANCKOBL_00411	CDS	888	motA		COG1291	Motility protein A
HANCKOBL_00412	CDS	579	flhC			Flagellar transcriptional regulator FlhC
HANCKOBL_00413	CDS	351	flhD			Flagellar transcriptional regulator FlhD
HANCKOBL_00414	CDS	429	uspC		COG0589	Universal stress protein C
HANCKOBL_00415	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
HANCKOBL_00416	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
HANCKOBL_00417	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
HANCKOBL_00418	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
HANCKOBL_00419	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
HANCKOBL_00420	CDS	504	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
HANCKOBL_00421	CDS	252				hypothetical protein
HANCKOBL_00422	CDS	324				hypothetical protein
HANCKOBL_00423	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
HANCKOBL_00424	CDS	240				hypothetical protein
HANCKOBL_00425	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
HANCKOBL_00426	CDS	666				hypothetical protein
HANCKOBL_00427	CDS	420				hypothetical protein
HANCKOBL_00428	CDS	1044				hypothetical protein
HANCKOBL_00429	CDS	390				hypothetical protein
HANCKOBL_00430	CDS	1641				hypothetical protein
HANCKOBL_00431	CDS	282				hypothetical protein
HANCKOBL_00432	CDS	513				hypothetical protein
HANCKOBL_00433	CDS	1503				hypothetical protein
HANCKOBL_00434	CDS	390				hypothetical protein
HANCKOBL_00435	CDS	1212				hypothetical protein
HANCKOBL_00436	CDS	627				hypothetical protein
HANCKOBL_00437	CDS	921				hypothetical protein
HANCKOBL_00438	CDS	342				hypothetical protein
HANCKOBL_00439	CDS	924				hypothetical protein
HANCKOBL_00440	CDS	537				hypothetical protein
HANCKOBL_00441	CDS	681				hypothetical protein
HANCKOBL_00442	CDS	381				hypothetical protein
HANCKOBL_00443	CDS	420				hypothetical protein
HANCKOBL_00444	CDS	1035				hypothetical protein
HANCKOBL_00445	CDS	330				hypothetical protein
HANCKOBL_00446	CDS	1308				hypothetical protein
HANCKOBL_00447	CDS	804				hypothetical protein
HANCKOBL_00448	CDS	669				hypothetical protein
HANCKOBL_00449	CDS	234				hypothetical protein
HANCKOBL_00450	CDS	1881				hypothetical protein
HANCKOBL_00451	CDS	567				hypothetical protein
HANCKOBL_00452	CDS	246				hypothetical protein
HANCKOBL_00453	CDS	480				hypothetical protein
HANCKOBL_00454	CDS	273				hypothetical protein
HANCKOBL_00455	CDS	384				hypothetical protein
HANCKOBL_00456	CDS	672				hypothetical protein
HANCKOBL_00457	CDS	294	ybcO	3.1.-.-		Putative nuclease YbcO
HANCKOBL_00458	CDS	597				hypothetical protein
HANCKOBL_00459	CDS	180				hypothetical protein
HANCKOBL_00460	CDS	642				hypothetical protein
HANCKOBL_00461	CDS	234				hypothetical protein
HANCKOBL_00462	CDS	681				hypothetical protein
HANCKOBL_00463	CDS	549				hypothetical protein
HANCKOBL_00464	CDS	1353				hypothetical protein
HANCKOBL_00465	CDS	900				hypothetical protein
HANCKOBL_00466	CDS	654				hypothetical protein
HANCKOBL_00467	CDS	696				hypothetical protein
HANCKOBL_00468	CDS	795				hypothetical protein
HANCKOBL_00469	CDS	222				hypothetical protein
HANCKOBL_00470	CDS	225				hypothetical protein
HANCKOBL_00471	CDS	312				hypothetical protein
HANCKOBL_00472	CDS	237				hypothetical protein
HANCKOBL_00473	CDS	411				hypothetical protein
HANCKOBL_00474	CDS	1392	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
HANCKOBL_00475	CDS	1011				hypothetical protein
HANCKOBL_00476	CDS	225				hypothetical protein
HANCKOBL_00477	CDS	477				hypothetical protein
HANCKOBL_00478	CDS	231				hypothetical protein
HANCKOBL_00479	CDS	414				hypothetical protein
HANCKOBL_00480	CDS	330				hypothetical protein
HANCKOBL_00481	CDS	2217				hypothetical protein
HANCKOBL_00482	CDS	570				hypothetical protein
HANCKOBL_00483	CDS	174				hypothetical protein
HANCKOBL_00484	CDS	264				hypothetical protein
HANCKOBL_00485	CDS	1017				hypothetical protein
HANCKOBL_00486	tRNA	87				tRNA-Leu(taa)
HANCKOBL_00487	tRNA	74				tRNA-Cys(gca)
HANCKOBL_00488	tRNA	76				tRNA-Gly(gcc)
HANCKOBL_00489	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HANCKOBL_00490	CDS	1833	uvrC		COG0322	UvrABC system protein C
HANCKOBL_00491	CDS	657	uvrY		COG2197	Response regulator UvrY
HANCKOBL_00492	CDS	225				hypothetical protein
HANCKOBL_00493	CDS	723	sdiA		COG2771	Regulatory protein SdiA
HANCKOBL_00494	CDS	753	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
HANCKOBL_00495	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
HANCKOBL_00496	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
HANCKOBL_00497	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
HANCKOBL_00498	CDS	552	fliZ			Regulator of sigma S factor FliZ
HANCKOBL_00499	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
HANCKOBL_00500	CDS	1050	fliC2		COG1344	Flagellin 2
HANCKOBL_00501	CDS	1416	fliD		COG1345	Flagellar hook-associated protein 2
HANCKOBL_00502	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
HANCKOBL_00503	CDS	366	fliT			Flagellar protein FliT
HANCKOBL_00504	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
HANCKOBL_00505	CDS	414				hypothetical protein
HANCKOBL_00506	CDS	1206				hypothetical protein
HANCKOBL_00507	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
HANCKOBL_00508	CDS	498	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
HANCKOBL_00509	CDS	270				hypothetical protein
HANCKOBL_00510	CDS	549				hypothetical protein
HANCKOBL_00511	CDS	798	rhaS_2			HTH-type transcriptional activator RhaS
HANCKOBL_00512	CDS	552				hypothetical protein
HANCKOBL_00513	CDS	333	emrE		COG2076	Multidrug transporter EmrE
HANCKOBL_00514	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
HANCKOBL_00515	CDS	1659	fliF		COG1766	Flagellar M-ring protein
HANCKOBL_00516	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
HANCKOBL_00517	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
HANCKOBL_00518	CDS	1374	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
HANCKOBL_00519	CDS	444	fliJ		COG2882	Flagellar FliJ protein
HANCKOBL_00520	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
HANCKOBL_00521	CDS	465				hypothetical protein
HANCKOBL_00522	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
HANCKOBL_00523	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
HANCKOBL_00524	CDS	366	fliO		COG3190	Flagellar protein FliO
HANCKOBL_00525	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
HANCKOBL_00526	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
HANCKOBL_00527	CDS	786	fliR		COG1684	Flagellar biosynthetic protein FliR
HANCKOBL_00528	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
HANCKOBL_00529	CDS	189	dsrB			Protein DsrB
HANCKOBL_00530	CDS	228				hypothetical protein
HANCKOBL_00531	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
HANCKOBL_00532	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
HANCKOBL_00533	CDS	183				hypothetical protein
HANCKOBL_00534	CDS	918	yedI		COG2354	Inner membrane protein YedI
HANCKOBL_00535	CDS	921	yedA			putative inner membrane transporter YedA
HANCKOBL_00536	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
HANCKOBL_00537	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
HANCKOBL_00538	CDS	696	yedJ		COG1418	putative protein YedJ
HANCKOBL_00539	CDS	111				hypothetical protein
HANCKOBL_00540	CDS	1179	ompN_1		COG3203	Outer membrane porin N
HANCKOBL_00541	CDS	852	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
HANCKOBL_00542	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
HANCKOBL_00543	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
HANCKOBL_00544	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
HANCKOBL_00545	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
HANCKOBL_00546	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
HANCKOBL_00547	CDS	651	zinT		COG3443	Metal-binding protein ZinT
HANCKOBL_00548	CDS	1227	intA_1		COG0582	Prophage integrase IntA
HANCKOBL_00549	CDS	1014				hypothetical protein
HANCKOBL_00550	CDS	1464				hypothetical protein
HANCKOBL_00551	CDS	558				hypothetical protein
HANCKOBL_00552	CDS	306				hypothetical protein
HANCKOBL_00553	CDS	366				hypothetical protein
HANCKOBL_00554	CDS	1494				hypothetical protein
HANCKOBL_00555	CDS	1485				hypothetical protein
HANCKOBL_00556	CDS	522				hypothetical protein
HANCKOBL_00557	CDS	255				hypothetical protein
HANCKOBL_00558	CDS	474				hypothetical protein
HANCKOBL_00559	CDS	378				hypothetical protein
HANCKOBL_00560	CDS	1023				hypothetical protein
HANCKOBL_00561	CDS	141				hypothetical protein
HANCKOBL_00562	CDS	252				hypothetical protein
HANCKOBL_00563	CDS	270				hypothetical protein
HANCKOBL_00564	CDS	99				hypothetical protein
HANCKOBL_00565	CDS	735				hypothetical protein
HANCKOBL_00566	CDS	792				hypothetical protein
HANCKOBL_00567	CDS	480				hypothetical protein
HANCKOBL_00568	CDS	405	hns_1			DNA-binding protein H-NS
HANCKOBL_00569	CDS	1374				hypothetical protein
HANCKOBL_00570	CDS	390				hypothetical protein
HANCKOBL_00571	CDS	243				hypothetical protein
HANCKOBL_00572	CDS	297				hypothetical protein
HANCKOBL_00573	CDS	291				hypothetical protein
HANCKOBL_00574	CDS	219				hypothetical protein
HANCKOBL_00575	CDS	846				hypothetical protein
HANCKOBL_00576	tRNA	90				tRNA-Ser(cga)
HANCKOBL_00577	CDS	798	mtfA		COG3228	Protein MtfA
HANCKOBL_00578	tRNA	76				tRNA-Asn(gtt)
HANCKOBL_00579	CDS	963	intA_2		COG0582	Prophage integrase IntA
HANCKOBL_00580	CDS	1305	mbtI	5.4.99.5	COG0147	Salicylate synthase
HANCKOBL_00581	CDS	1281	ampG_1		COG0477	Anhydromuropeptide permease
HANCKOBL_00582	CDS	1803		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
HANCKOBL_00583	CDS	1713	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
HANCKOBL_00584	CDS	960				hypothetical protein
HANCKOBL_00585	CDS	6108	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HANCKOBL_00586	CDS	9492	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HANCKOBL_00587	CDS	1101				hypothetical protein
HANCKOBL_00588	CDS	804	pikAV	3.1.2.-		Thioesterase PikA5
HANCKOBL_00589	CDS	1578	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
HANCKOBL_00590	CDS	2022	fyuA		COG1629	Pesticin receptor
HANCKOBL_00591	CDS	750				hypothetical protein
HANCKOBL_00592	CDS	1470				hypothetical protein
HANCKOBL_00593	CDS	477				hypothetical protein
HANCKOBL_00594	CDS	1053				hypothetical protein
HANCKOBL_00595	CDS	1317	abaF_2			Fosfomycin resistance protein AbaF
HANCKOBL_00596	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
HANCKOBL_00597	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
HANCKOBL_00598	tRNA	76				tRNA-Asn(gtt)
HANCKOBL_00599	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
HANCKOBL_00600	tRNA	76				tRNA-Asn(gtt)
HANCKOBL_00601	CDS	951	cbl			HTH-type transcriptional regulator cbl
HANCKOBL_00602	CDS	918	gltC			HTH-type transcriptional regulator GltC
HANCKOBL_00603	tRNA	76				tRNA-Asn(gtt)
HANCKOBL_00604	CDS	561	hxlB_1	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
HANCKOBL_00605	CDS	753	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HANCKOBL_00606	CDS	645	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
HANCKOBL_00607	CDS	1254	gatC_1		COG3775	PTS system galactitol-specific EIIC component
HANCKOBL_00608	CDS	294				hypothetical protein
HANCKOBL_00609	CDS	444	gatA_1		COG1762	PTS system galactitol-specific EIIA component
HANCKOBL_00610	CDS	756	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
HANCKOBL_00611	CDS	537	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
HANCKOBL_00612	CDS	1371	gatC_2		COG3775	PTS system galactitol-specific EIIC component
HANCKOBL_00613	CDS	285				hypothetical protein
HANCKOBL_00614	CDS	459	gatA_2		COG1762	PTS system galactitol-specific EIIA component
HANCKOBL_00615	CDS	966	sorC_1		COG2390	Sorbitol operon regulator
HANCKOBL_00616	CDS	927	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
HANCKOBL_00617	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
HANCKOBL_00618	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
HANCKOBL_00619	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
HANCKOBL_00620	CDS	438				hypothetical protein
HANCKOBL_00621	CDS	915	rhaR_1			HTH-type transcriptional activator RhaR
HANCKOBL_00622	CDS	810	pduF		COG0580	Propanediol diffusion facilitator
HANCKOBL_00623	CDS	285	pduA_1		COG4577	Propanediol utilization protein PduA
HANCKOBL_00624	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
HANCKOBL_00625	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
HANCKOBL_00626	CDS	669	pduD	4.2.1.28		Propanediol dehydratase medium subunit
HANCKOBL_00627	CDS	519	pduE	4.2.1.28	COG4910	Propanediol dehydratase small subunit
HANCKOBL_00628	CDS	1833	ddrA			Diol dehydratase-reactivating factor alpha subunit
HANCKOBL_00629	CDS	351				hypothetical protein
HANCKOBL_00630	CDS	276	pduA_2		COG4577	Propanediol utilization protein PduA
HANCKOBL_00631	CDS	423				hypothetical protein
HANCKOBL_00632	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
HANCKOBL_00633	CDS	492				hypothetical protein
HANCKOBL_00634	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
HANCKOBL_00635	CDS	1008				hypothetical protein
HANCKOBL_00636	CDS	1386	astD_2	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
HANCKOBL_00637	CDS	1113	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
HANCKOBL_00638	CDS	1344	rsxC_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
HANCKOBL_00639	CDS	555				hypothetical protein
HANCKOBL_00640	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
HANCKOBL_00641	CDS	444	pduV_1		COG4917	Propanediol utilization protein PduV
HANCKOBL_00642	CDS	330				hypothetical protein
HANCKOBL_00643	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
HANCKOBL_00644	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
HANCKOBL_00645	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
HANCKOBL_00646	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
HANCKOBL_00647	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
HANCKOBL_00648	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
HANCKOBL_00649	CDS	825	yeeZ		COG0451	Protein YeeZ
HANCKOBL_00650	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
HANCKOBL_00651	CDS	252	yefM		COG2161	Antitoxin YefM
HANCKOBL_00652	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
HANCKOBL_00653	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
HANCKOBL_00654	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
HANCKOBL_00655	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
HANCKOBL_00656	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
HANCKOBL_00657	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
HANCKOBL_00658	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
HANCKOBL_00659	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
HANCKOBL_00660	CDS	978	wzzB		COG3765	Chain length determinant protein
HANCKOBL_00661	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
HANCKOBL_00662	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
HANCKOBL_00663	CDS	360				hypothetical protein
HANCKOBL_00664	CDS	1413				hypothetical protein
HANCKOBL_00665	CDS	678				hypothetical protein
HANCKOBL_00666	CDS	258				hypothetical protein
HANCKOBL_00667	CDS	1149				hypothetical protein
HANCKOBL_00668	CDS	870				hypothetical protein
HANCKOBL_00669	CDS	891				hypothetical protein
HANCKOBL_00670	CDS	1257	murJ_1			lipid II flippase MurJ
HANCKOBL_00671	CDS	546	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
HANCKOBL_00672	CDS	879	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
HANCKOBL_00673	CDS	900	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
HANCKOBL_00674	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
HANCKOBL_00675	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HANCKOBL_00676	CDS	1395				hypothetical protein
HANCKOBL_00677	CDS	1221	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HANCKOBL_00678	CDS	1281				hypothetical protein
HANCKOBL_00679	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
HANCKOBL_00680	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
HANCKOBL_00681	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
HANCKOBL_00682	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
HANCKOBL_00683	CDS	1224				hypothetical protein
HANCKOBL_00684	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
HANCKOBL_00685	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
HANCKOBL_00686	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
HANCKOBL_00687	CDS	549	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
HANCKOBL_00688	CDS	747				hypothetical protein
HANCKOBL_00689	CDS	1221				hypothetical protein
HANCKOBL_00690	CDS	1218				hypothetical protein
